_id,name,city,state,zipCode,phone,rating,noOfPatients,serviceType,specialty,inNetwork,distance
D60512-6447,Dr. Maynard Gentiry,Hampton,Virginia,23663,+1 757 170 5212,2.3,29,medical,Dermatologist,FALSE,3.3
D37808-386,Dr. Constantino Helliker,El Paso,Texas,79934,+1 915 771 9733,4.7,8,medical,Oncologist,TRUE,3.3
D50845-0061,Dr. Trudy Feake,Syracuse,New York,13210,+1 315 770 9527,3.5,17,medical,Nurse,TRUE,2.1
D61077-125,Dr. Korry Gilmartin,Riverside,California,92505,+1 909 509 0314,1.5,43,medical,Medicine,FALSE,1.5
D0703-9514,Dr. Pattie McCome,Peoria,Illinois,61656,+1 309 186 3813,3,27,medical,Ophthalmologist,TRUE,3.3
D54868-5724,Dr. Wendi Fetherby,Topeka,Kansas,66667,+1 785 175 0933,4.7,19,medical,Pathologist,FALSE,3
D0316-0170,Dr. Clemmie Pennrington,Topeka,Kansas,66667,+1 785 782 1654,2.3,49,medical,Pulmonary,TRUE,3.1
D68387-690,Dr. Abey Featherstonhaugh,Ann Arbor,Michigan,48107,+1 734 100 8043,1.1,5,medical,Medicine,FALSE,3.2
D36987-1209,Dr. Merell Hayward,Pasadena,Texas,77505,+1 713 624 1871,1.8,28,medical,Urologist,FALSE,1.9
D68703-071,Dr. Steffen Colbourn,Falls Church,Virginia,22047,+1 571 537 8651,1.1,48,medical,Allergist,TRUE,3.8
D76237-222,Dr. Mathe Pirdue,Cincinnati,Ohio,45999,+1 513 741 0657,1.6,26,medical,Cardiologist,TRUE,2.4
D54868-0252,Dr. Vevay Skyrm,Wichita,Kansas,67220,+1 316 831 5499,1.3,18,medical,Dermatologist,TRUE,1.2
D54868-4442,Dr. Pandora Dalgardno,Duluth,Minnesota,55805,+1 218 364 5414,1.3,23,medical,Hematologist,TRUE,1.7
D68788-6761,Dr. Freedman Degoey,Roanoke,Virginia,24004,+1 540 188 1129,2.1,46,medical,Oncologist,FALSE,2.1
D21130-415,Dr. Kikelia Lidgard,Colorado Springs,Colorado,80905,+1 719 585 8915,2.5,4,medical,Obstetrician,FALSE,3.7
D13548-010,Dr. Angela Wayon,Florence,South Carolina,29505,+1 843 402 6478,3.4,32,medical,Nurse,FALSE,2.2
D11673-987,Dr. Arluene Forrington,Springfield,Massachusetts,1152,+1 413 273 5172,3.8,5,medical,Midwifery,TRUE,1.2
D51068-501,Dr. Finn Latham,Orlando,Florida,32885,+1 407 975 3926,3.5,6,medical,Occupational,TRUE,3.9
D52125-101,Dr. Huey Ungaretti,Odessa,Texas,79764,+1 432 361 6157,3.9,13,medical,Ophthalmologist,FALSE,2.3
D35356-723,Dr. Mercie D'Ambrosio,Manchester,New Hampshire,3105,+1 603 823 4485,3.6,20,medical,Pathologist,TRUE,2.6
D57520-0644,Dr. Yvonne Iohananof,Jacksonville,Florida,32220,+1 904 896 7846,3.8,28,medical,Pulmonary,FALSE,1.6
D10544-008,Dr. Adams Aberdeen,New York City,New York,10090,+1 212 176 5648,2,2,medical,Medicine,FALSE,1.5
D53187-530,Dr. Deina Winterbotham,Charlotte,North Carolina,28210,+1 704 458 7484,2.7,15,medical,Urologist,FALSE,3.4
D51672-1264,Dr. Bat Gerasch,Philadelphia,Pennsylvania,19184,+1 215 381 0983,3,30,medical,Allergist,FALSE,3.6
D63868-008,Dr. Janot Cristofari,Tampa,Florida,33661,+1 813 971 9118,2.8,38,medical,Cardiologist,TRUE,2.7
D58118-4029,Dr. Cleo Mooreed,San Antonio,Texas,78225,+1 210 615 8525,4.8,19,medical,Midwifery,FALSE,2.4
D10742-8932,Dr. Cesaro Gawkes,Toledo,Ohio,43615,+1 419 222 5832,4.5,20,medical,Occupational,TRUE,1.3
D52125-166,Dr. Iormina Lewins,Washington,District of Columbia,20370,+1 202 946 5518,2.9,21,medical,Medicine,TRUE,3.7
D52125-586,Dr. Candide Burehill,Tallahassee,Florida,32309,+1 850 160 8869,3.1,49,medical,Maxillofacial,TRUE,1.4
D0904-6091,Dr. Hynda Symmons,Moreno Valley,California,92555,+1 951 723 2404,3,41,medical,Surgeon,FALSE,1.5
D68462-141,Dr. Anabelle Fysh,Hyattsville,Maryland,20784,+1 301 674 7084,1.5,24,medical,Medicine,TRUE,2.1
D17478-837,Dr. Maynord Beglin,Houston,Texas,77010,+1 713 765 7488,2.1,1,medical,Allergist,TRUE,1.4
D48951-7094,Dr. Lily Chazotte,Birmingham,Alabama,35279,+1 205 953 7908,4.1,30,medical,Dermatologist,FALSE,3.8
D67296-0602,Dr. Mervin Drieu,Richmond,Virginia,23289,+1 804 839 6180,2,48,medical,Gastroenterologist,TRUE,1.2
D63148-140,Dr. Honey Moro,Fresno,California,93750,+1 559 769 0355,3.3,12,medical,Hematologist,FALSE,3.5
D68258-6973,Dr. Tabby Coast,Jersey City,New Jersey,7310,+1 908 254 2231,2.8,20,medical,Obstetrician,TRUE,3.4
D0069-5810,Dr. Harri Morl,Tucson,Arizona,85743,+1 520 405 5101,3.2,44,medical,Nurse,TRUE,1.4
D68382-386,Dr. Woody Attewell,Kansas City,Missouri,64179,+1 816 705 0034,3,6,medical,Maxillofacial,FALSE,3.7
D0904-6339,Dr. Paulo Aikman,Jacksonville,Florida,32209,+1 904 462 7430,1.8,34,medical,Surgeon,FALSE,3.5
D13537-409,Dr. Bryn Delgadillo,Palo Alto,California,94302,+1 650 982 3850,1.7,4,medical,Pathologist,TRUE,3
D21130-955,Dr. Audre Dobrowski,Trenton,New Jersey,8650,+1 609 472 8243,3.8,48,medical,Pulmonary,FALSE,1.5
D68258-3998,Dr. Reggis Blaydon,Richmond,Virginia,23228,+1 804 729 6319,3.4,23,medical,Urologist,TRUE,1.5
D44597-5605,Dr. Marji Creelman,Atlanta,Georgia,30301,+1 404 251 9771,1.9,39,medical,Allergist,FALSE,2.1
D64679-553,Dr. Jacquetta Skurray,Chicago,Illinois,60646,+1 312 624 3097,2.4,50,medical,Immunologist,TRUE,1.1
D49349-480,Dr. Rheta Baulcombe,Tacoma,Washington,98405,+1 253 968 6912,4.4,25,medical,Dermatologist,FALSE,2.4
D54868-4780,Dr. Niki Crichton,Hagerstown,Maryland,21747,+1 240 637 6928,3.8,19,medical,Gastroenterologist,FALSE,2.6
D44567-103,Dr. Denice Souza,Denver,Colorado,80223,+1 720 728 5678,2.4,8,medical,Hematologist,FALSE,2.2
D13925-163,Dr. Alastair Storms,Dayton,Ohio,45470,+1 937 950 3784,5,24,medical,Oncologist,FALSE,1.8
D63323-472,Dr. Melina Sorrell,El Paso,Texas,88525,+1 915 131 3332,1.6,36,medical,Nurse,TRUE,1
D76237-145,Dr. Philippe Trippett,Sacramento,California,94280,+1 916 274 6636,1.9,10,medical,Occupational,FALSE,1.8
D41595-5515,Dr. Kiley Cuerda,Tampa,Florida,33680,+1 813 182 2896,2,9,medical,Maxillofacial,FALSE,2.2
D55312-419,Dr. Bridgette Cowthart,Gilbert,Arizona,85297,+1 602 785 3580,1.5,12,medical,Surgeon,FALSE,2.3
D51830-054,Dr. Marcie Buckler,Peoria,Illinois,61656,+1 309 750 3404,2.5,34,medical,Urologist,FALSE,3.9
D52125-532,Dr. Josefa Tirkin,Waterbury,Connecticut,6705,+1 203 777 5954,4,15,medical,Allergist,TRUE,3.8
D61722-210,Dr. Darcy Aymerich,Santa Barbara,California,93106,+1 805 665 2900,1,23,medical,Hematologist,TRUE,3.5
D0904-7938,Dr. Ron Veld,Chattanooga,Tennessee,37405,+1 423 102 7085,3.4,30,medical,Neurosurgeon,TRUE,1
D60429-092,Dr. Ulrick Haffenden,Atlanta,Georgia,31119,+1 770 667 0962,1.1,6,medical,Medicine,FALSE,2.3
D67046-043,Dr. Nikkie Astles,Los Angeles,California,90071,+1 626 432 7326,1.5,15,medical,Ophthalmologist,TRUE,3.2
D75921-466,Dr. Monique Edmott,Bloomington,Indiana,47405,+1 812 939 4553,2.6,49,medical,Surgeon,TRUE,1.3
D62011-0197,Dr. Bette Ribchester,Saint Louis,Missouri,63196,+1 314 206 5790,4.2,37,medical,Allergist,FALSE,1.2
D0942-6317,Dr. Calhoun Driffe,Topeka,Kansas,66611,+1 785 954 8937,1.1,27,medical,Gastroenterologist,FALSE,3.4
D65841-780,Dr. Obie Pelchat,San Angelo,Texas,76905,+1 325 470 7032,2.4,35,medical,Hematologist,TRUE,3.4
D66078-368,Dr. Cathlene Arnaudon,Orange,California,92867,+1 949 696 0238,1.3,33,medical,Obstetrician,TRUE,2.3
D58088-001,Dr. Tymothy Hallock,Trenton,New Jersey,8638,+1 609 358 3021,3.7,27,medical,Occupational,FALSE,1.3
D48951-9160,Dr. Mead Sinderland,Tacoma,Washington,98417,+1 253 393 6629,1.7,14,medical,Maxillofacial,FALSE,2.3
D49035-010,Dr. Nyssa Bowdler,Saint Paul,Minnesota,55103,+1 612 539 3603,4.8,41,medical,Surgeon,TRUE,1
D44911-0044,Dr. Tirrell Goodge,Pasadena,California,91131,+1 626 104 7050,1.3,13,medical,Pulmonary,TRUE,4
D61727-337,Dr. Amabel Westover,Grand Rapids,Michigan,49560,+1 616 299 9067,3.3,47,medical,Medicine,FALSE,3.1
D55312-141,Dr. Genni Duckhouse,Cleveland,Ohio,44185,+1 216 486 7334,4.1,4,medical,Urologist,TRUE,2.5
D63629-1260,Dr. Torrin Dorot,Louisville,Kentucky,40266,+1 502 377 6037,4.5,40,medical,Allergist,FALSE,2.1
D55910-198,Dr. Cherry Mawditt,Macon,Georgia,31296,+1 478 857 0839,4.7,22,medical,Immunologist,FALSE,3.3
D64117-240,Dr. Rori Mallon,Washington,District of Columbia,20238,+1 202 379 2994,1.4,15,medical,Neurosurgeon,TRUE,3
D49349-985,Dr. Gilberta Mully,Washington,District of Columbia,20231,+1 202 266 9796,4.5,23,medical,Obstetrician,FALSE,2.8
D66116-393,Dr. Sax Soares,Oklahoma City,Oklahoma,73197,+1 405 500 7477,2.3,27,medical,Occupational,FALSE,2.2
D61715-039,Dr. Margaretta Cutbirth,Irvine,California,92717,+1 714 884 6129,3.5,44,medical,Ophthalmologist,TRUE,3.9
D42998-203,Dr. Chris Bohman,Newton,Massachusetts,2162,+1 508 539 7381,2.4,5,medical,Maxillofacial,TRUE,3.5
D52579-1600,Dr. Giorgi Bonnar,Indianapolis,Indiana,46254,+1 317 356 0196,3.2,6,medical,Surgeon,FALSE,2.4
D49288-0213,Dr. Candida Critzen,Salt Lake City,Utah,84199,+1 801 617 1176,3.3,6,medical,Allergist,FALSE,3.1
D37000-394,Dr. Tannie Ivashkin,South Bend,Indiana,46699,+1 574 376 5123,3.2,33,medical,Hematologist,TRUE,3.6
D0268-0813,Dr. Ingeborg Standen,Jacksonville,Florida,32220,+1 904 897 7811,2.3,30,medical,Oncologist,TRUE,1.8
D10702-009,Dr. Roxanne Ragborne,North Las Vegas,Nevada,89036,+1 702 637 3978,4.6,43,medical,Neurosurgeon,FALSE,1.5
D43742-0032,Dr. Rina Bohl,El Paso,Texas,88569,+1 915 838 8571,4.7,2,medical,Nurse,TRUE,1.6
D37808-882,Dr. Ryann Leigh,Glendale,California,91210,+1 818 488 2000,4,15,medical,Ophthalmologist,FALSE,1.7
D10191-1844,Dr. Selestina Pierse,Washington,District of Columbia,20425,+1 202 726 9253,2.5,19,medical,Pathologist,TRUE,3.9
D59961-123,Dr. Sapphira Chaters,Albuquerque,New Mexico,87180,+1 505 794 6942,3.3,28,medical,Pulmonary,TRUE,3.8
D55154-0832,Dr. Roth Carlo,Salt Lake City,Utah,84105,+1 801 415 5310,4.8,30,medical,Medicine,TRUE,2.3
D43419-504,Dr. Hobard Hendrik,Fullerton,California,92640,+1 559 964 1977,2.2,26,medical,Allergist,FALSE,3.7
D55312-396,Dr. Cathyleen Castagne,Green Bay,Wisconsin,54313,+1 920 329 1595,3.4,24,medical,Cardiologist,FALSE,3.4
D51991-713,Dr. Honoria Keasley,Peoria,Illinois,61656,+1 309 250 2758,2.1,15,medical,Nurse,TRUE,1.7
D50268-688,Dr. Clare Openshaw,Lincoln,Nebraska,68524,+1 402 871 5269,2.2,50,medical,Occupational,FALSE,2.4
D0603-4170,Dr. Jackie Bertolin,Anaheim,California,92812,+1 714 466 9101,2.4,17,medical,Medicine,FALSE,2.5
D59779-796,Dr. Ansell Gabbitas,Springfield,Virginia,22156,+1 571 530 7956,3,7,medical,Ophthalmologist,TRUE,1.4
D75930-001,Dr. Mozelle Scaife,Houston,Texas,77212,+1 713 588 1353,3.1,19,medical,Surgeon,FALSE,3.7
D11727-006,Dr. Ferrell Batey,Atlanta,Georgia,30301,+1 404 702 1014,3.8,45,medical,Pathologist,TRUE,2.8
D64092-820,Dr. Odella McLoughlin,Santa Ana,California,92705,+1 213 627 4885,1.4,27,medical,Allergist,FALSE,1.7
D64680-0001,Dr. Dotti Hadenton,Louisville,Kentucky,40225,+1 502 628 8226,1.1,19,medical,Gastroenterologist,TRUE,1.4
D49349-236,Dr. Bernita Bohman,Long Beach,California,90810,+1 562 263 0382,2.3,50,medical,Hematologist,TRUE,1.4
D45984-0003,Dr. Juline Fawley,Albany,Georgia,31704,+1 229 587 5858,2.5,25,medical,Oncologist,TRUE,3.8
D44946-1036,Dr. Freda Shmyr,Wilmington,Delaware,19897,+1 302 188 5881,2.7,31,medical,Neurosurgeon,FALSE,1.7
D10544-597,Dr. Richart Ceyssen,Salt Lake City,Utah,84130,+1 801 304 0775,2.1,17,medical,Midwifery,FALSE,2.8
D33261-224,Dr. Anallise Sneden,Detroit,Michigan,48242,+1 313 619 5406,1.3,38,medical,Occupational,TRUE,2.5
D64159-6972,Dr. Wendell Tabner,Lake Worth,Florida,33467,+1 561 899 8474,2.7,2,medical,Maxillofacial,FALSE,2.7
D68180-286,Dr. Dorise Fife,Olympia,Washington,98506,+1 360 975 0684,3.5,23,medical,Surgeon,TRUE,2.7
D49643-444,Dr. Debora Laweles,Fort Lauderdale,Florida,33355,+1 754 351 6393,2.6,26,medical,Pathologist,FALSE,1.2
D55910-227,Dr. Jdavie Brookson,Denver,Colorado,80249,+1 720 515 1432,3.6,28,medical,Medicine,FALSE,4
D55714-4541,Dr. Kimble Gotch,Lake Charles,Louisiana,70607,+1 337 686 7641,2.4,7,medical,Allergist,FALSE,2.3
D43269-613,Dr. Freddy Wadmore,Simi Valley,California,93094,+1 805 799 8206,2.4,40,medical,Immunologist,FALSE,1.7
D51531-8968,Dr. Ingmar Durant,Bridgeport,Connecticut,6606,+1 203 832 2056,4.3,46,medical,Neurosurgeon,FALSE,1.1
D0409-7600,Dr. Sigfried Pankethman,Mount Vernon,New York,10557,+1 914 911 0104,2.6,30,medical,Obstetrician,FALSE,2.8
D61077-039,Dr. Merna Heineking,Hialeah,Florida,33013,+1 786 524 5719,2.1,18,medical,Nurse,TRUE,2.1
D51393-6987,Dr. Bear Yea,Hartford,Connecticut,6145,+1 860 484 5126,4.1,37,medical,Occupational,FALSE,2.9
D0591-0860,Dr. Emalee Birwhistle,Modesto,California,95397,+1 209 125 2124,5,11,medical,Ophthalmologist,FALSE,2.9
D11695-1403,Dr. Giffie Swinford,Bryan,Texas,77806,+1 979 858 3204,3.1,7,medical,Medicine,FALSE,3.2
D49483-234,Dr. Freeland Clench,Fayetteville,North Carolina,28305,+1 910 499 2099,5,50,medical,Urologist,FALSE,4
D13537-491,Dr. Barron Donlon,Springfield,Massachusetts,1129,+1 413 576 1681,2.3,30,medical,Allergist,TRUE,3.6
D0409-1467,Dr. Brita Evensden,Dallas,Texas,75372,+1 214 828 5314,1,48,medical,Gastroenterologist,FALSE,1.2
D0603-7862,Dr. Darrell Wogdon,Saint Paul,Minnesota,55146,+1 651 105 7521,1.7,43,medical,Nurse,TRUE,2.7
D49035-621,Dr. Halli Baradel,Louisville,Kentucky,40220,+1 502 559 5249,1.5,14,medical,Occupational,FALSE,2.6
D62037-720,Dr. Lorilyn Goghin,El Paso,Texas,79934,+1 915 875 9878,4.5,11,medical,Maxillofacial,TRUE,1.4
D50845-0205,Dr. Moses Wandrich,Miami,Florida,33147,+1 305 350 5423,1.6,34,medical,Surgeon,TRUE,1.3
D0310-0141,Dr. Victoria Davidavidovics,Staten Island,New York,10305,+1 718 528 9986,1.2,40,medical,Pathologist,FALSE,2.1
D60512-0002,Dr. Sonnie Le Prevost,Newton,Massachusetts,2162,+1 508 461 2297,1.4,33,medical,Allergist,FALSE,2.4
D0268-0286,Dr. Martyn Roland,Denver,Colorado,80249,+1 303 275 1203,1.2,1,medical,Gastroenterologist,FALSE,1.4
D0603-4022,Dr. Elfie Eastop,Tulsa,Oklahoma,74133,+1 918 911 3868,3.9,11,medical,Hematologist,FALSE,1.4
D33261-935,Dr. Godard Thirlwell,Wilkes Barre,Pennsylvania,18768,+1 570 604 5478,1.1,34,medical,Oncologist,FALSE,2.4
D36987-2708,Dr. Hayward Milsted,Washington,District of Columbia,20442,+1 202 109 8373,4.8,40,medical,Neurosurgeon,FALSE,2
D68472-119,Dr. Hedwiga Marguerite,Knoxville,Tennessee,37995,+1 865 610 5059,2,42,medical,Occupational,FALSE,2.3
D60512-8025,Dr. Augustus Simionato,Louisville,Kentucky,40215,+1 502 138 9124,1.5,35,medical,Ophthalmologist,TRUE,2.2
D59779-717,Dr. Petronille Tilford,Tacoma,Washington,98417,+1 253 699 9156,2.4,47,medical,Maxillofacial,FALSE,1.9
D66435-108,Dr. Patricia Greave,Knoxville,Tennessee,37931,+1 865 997 1620,3.1,14,medical,Surgeon,FALSE,2
D60505-0223,Dr. Geraldine Voisey,Modesto,California,95354,+1 559 360 7815,1.5,25,medical,Pathologist,TRUE,1.6
D51346-069,Dr. Trever Brixey,Newark,New Jersey,7188,+1 862 875 1977,1.3,30,medical,Urologist,FALSE,1.5
D63323-426,Dr. Michail Agge,Pittsburgh,Pennsylvania,15230,+1 412 435 8605,2.6,17,medical,Allergist,TRUE,3.2
D65923-902,Dr. Candi Wickey,Littleton,Colorado,80126,+1 720 268 7007,2.6,17,medical,Immunologist,FALSE,1.3
D49967-658,Dr. Nadean Hatterslay,Saint Joseph,Missouri,64504,+1 816 567 1400,3,37,medical,Gastroenterologist,FALSE,1.1
D0781-5950,Dr. Katina Bemlott,Boulder,Colorado,80305,+1 720 495 6441,4.9,44,medical,Hematologist,FALSE,2
D54868-5842,Dr. Ettie Grote,Jefferson City,Missouri,65105,+1 573 193 8031,4.7,30,medical,Neurosurgeon,TRUE,1.1
D11701-066,Dr. Jeri Belliss,Wichita,Kansas,67230,+1 316 161 1762,4.7,29,medical,Ophthalmologist,TRUE,1.9
D64942-1096,Dr. Orsola Bushell,Pocatello,Idaho,83206,+1 208 786 1793,4.4,18,medical,Maxillofacial,TRUE,3.9
D55301-667,Dr. Rinaldo Eykelbosch,Fresno,California,93721,+1 209 418 5774,1.9,39,medical,Pulmonary,TRUE,3.9
D0037-6823,Dr. Kale Carnegie,Arlington,Texas,76016,+1 817 191 6384,2.7,31,medical,Allergist,TRUE,2.4
D37205-854,Dr. Banky Oldam,Richmond,Virginia,23285,+1 804 686 4423,2.2,6,medical,Immunologist,FALSE,2
D51672-4065,Dr. Dannye Shimman,Gatesville,Texas,76598,+1 254 408 0625,3.3,35,medical,Dermatologist,TRUE,3
D64725-0720,Dr. Lucho Rangle,Toledo,Ohio,43666,+1 419 422 4771,1.3,26,medical,Gastroenterologist,FALSE,3.2
D36987-1710,Dr. Franny Redsell,Anchorage,Alaska,99599,+1 907 831 5593,1.1,49,medical,Neurosurgeon,FALSE,2.6
D54973-0616,Dr. Taddeusz Heeps,Stockton,California,95219,+1 209 867 2141,3.8,48,medical,Midwifery,FALSE,3
D33261-843,Dr. Moria Pogosian,Macon,Georgia,31205,+1 478 365 4111,1.4,14,medical,Occupational,TRUE,1.6
D52125-759,Dr. Gerry Atterley,Cincinnati,Ohio,45238,+1 513 894 0592,4.1,27,medical,Medicine,TRUE,1.9
D10631-102,Dr. Shandy Longfut,Oklahoma City,Oklahoma,73190,+1 405 985 7205,3.1,15,medical,Ophthalmologist,FALSE,1.6
D0603-5062,Dr. Clarinda Chesters,Long Beach,California,90847,+1 562 255 1888,2.4,32,medical,Surgeon,TRUE,3.1
D0006-0952,Dr. Mirella Winsome,Torrance,California,90505,+1 310 478 3846,1.4,33,medical,Allergist,FALSE,3.7
D59779-649,Dr. Anne-corinne Neno,Atlanta,Georgia,30368,+1 404 385 8090,2.7,9,medical,Cardiologist,FALSE,1.6
D42808-100,Dr. Amye Strickland,Boca Raton,Florida,33499,+1 561 420 9964,2.3,2,medical,Dermatologist,FALSE,3.9
D58118-0343,Dr. Vevay Stonebanks,Ann Arbor,Michigan,48107,+1 734 182 5778,4,6,medical,Hematologist,FALSE,2.6
D10768-7522,Dr. Phillis Kettlesting,Pensacola,Florida,32505,+1 850 479 5111,3.7,19,medical,Obstetrician,FALSE,3.5
D10191-1013,Dr. Marci Cookson,Atlanta,Georgia,31132,+1 404 871 0590,1.1,4,medical,Nurse,TRUE,3.2
D23594-510,Dr. Lib Cambling,Scottsdale,Arizona,85260,+1 623 507 1273,3.4,15,medical,Ophthalmologist,FALSE,3.6
D0363-0306,Dr. Tracie Gammage,Erie,Pennsylvania,16550,+1 814 773 0734,4.6,25,medical,Maxillofacial,TRUE,1.8
D62011-0005,Dr. Maribeth Ruegg,Saginaw,Michigan,48604,+1 989 960 2202,3.7,43,medical,Pulmonary,FALSE,3.2
D10544-278,Dr. Niel Reinisch,Morgantown,West Virginia,26505,+1 304 280 5187,3.6,44,medical,Medicine,TRUE,3.2
D52380-0038,Dr. Rockey Greener,Minneapolis,Minnesota,55412,+1 612 650 2399,2.6,27,medical,Urologist,FALSE,3.8
D0067-7916,Dr. Eugine Esom,Fort Smith,Arkansas,72916,+1 479 970 5182,3,31,medical,Medicine,TRUE,3
D33992-1202,Dr. Burnaby Stollenhof,Austin,Texas,78710,+1 512 835 0354,1.3,17,medical,Allergist,TRUE,1.3
D55154-0119,Dr. Gerrie Spencelayh,Birmingham,Alabama,35225,+1 205 167 4512,1.8,39,medical,Cardiologist,TRUE,1.8
D0093-1122,Dr. Olenolin Greeding,Springfield,Illinois,62723,+1 217 646 5157,1.5,29,medical,Dermatologist,FALSE,2.5
D31722-249,Dr. Cinderella Rieflin,Littleton,Colorado,80126,+1 720 177 7074,3.9,37,medical,Hematologist,FALSE,2.8
D99207-240,Dr. Heindrick Troyes,San Diego,California,92105,+1 619 590 0016,4.6,9,medical,Oncologist,TRUE,1.7
D0615-5574,Dr. Juliana Moat,West Palm Beach,Florida,33421,+1 561 701 1375,3.4,30,medical,Obstetrician,FALSE,3.1
D67618-100,Dr. Bunnie Matteacci,Everett,Washington,98206,+1 425 138 9823,2.4,40,medical,Nurse,FALSE,2.3
D0008-1123,Dr. Dallas Paye,Shawnee Mission,Kansas,66276,+1 913 445 2577,2.1,12,medical,Allergist,FALSE,3.3
D36987-1374,Dr. Thoma Howsam,Austin,Texas,78783,+1 512 379 8978,4.4,32,medical,Neurosurgeon,TRUE,1.8
D16781-427,Dr. Christophorus Martt,Austin,Texas,78737,+1 512 448 3339,1.3,37,medical,Obstetrician,TRUE,3.8
D59779-514,Dr. Teodor Petruskevich,Roanoke,Virginia,24029,+1 540 195 4461,3.9,4,medical,Occupational,FALSE,2.8
D61715-097,Dr. Lusa Sudworth,Miami,Florida,33185,+1 305 448 5502,1.6,13,medical,Maxillofacial,FALSE,1.9
D54868-4938,Dr. Wernher Dove,Lawrenceville,Georgia,30045,+1 404 995 9743,3.7,4,medical,Surgeon,TRUE,1.5
D52183-325,Dr. Ashli Dowber,Littleton,Colorado,80161,+1 303 728 5220,2.1,31,medical,Pathologist,TRUE,1.8
D62559-165,Dr. Jamesy Doumer,Kissimmee,Florida,34745,+1 407 878 4669,2.3,20,medical,Pulmonary,FALSE,2
D55154-8269,Dr. Benetta Rimes,Louisville,Kentucky,40293,+1 502 166 5050,2.3,40,medical,Allergist,FALSE,2.3
D53645-1780,Dr. Blayne Mackie,Sacramento,California,94280,+1 916 848 3141,4.2,49,medical,Hematologist,TRUE,2.5
D49349-441,Dr. Marieann Londors,Rockville,Maryland,20851,+1 301 348 0987,4.3,29,medical,Neurosurgeon,FALSE,2.1
D68001-249,Dr. Hildagard Stobie,Des Moines,Iowa,50305,+1 515 484 6811,3.7,36,medical,Midwifery,FALSE,2.3
D68084-008,Dr. Roderigo Duigan,Nashville,Tennessee,37220,+1 615 513 1662,4.7,29,medical,Ophthalmologist,TRUE,1.9
D76331-908,Dr. Meggi Gyorffy,Grand Rapids,Michigan,49510,+1 616 585 9256,2.2,12,medical,Allergist,FALSE,2.2
D60512-2007,Dr. Phillis Weiss,Alexandria,Virginia,22333,+1 571 296 9937,2.1,6,medical,Dermatologist,TRUE,1.4
D17856-0685,Dr. Tiertza Lelliott,Portland,Oregon,97216,+1 503 917 4748,1.9,4,medical,Gastroenterologist,TRUE,1.8
D0615-2579,Dr. Gardner Rubbert,Sarasota,Florida,34233,+1 941 495 6539,3.7,9,medical,Hematologist,TRUE,2.2
D63010-021,Dr. Ross Krysztofowicz,Anchorage,Alaska,99512,+1 907 771 8674,4.4,27,medical,Oncologist,FALSE,3.3
D52584-625,Dr. Amie Kielt,Washington,District of Columbia,20088,+1 202 988 6063,3.1,14,medical,Neurosurgeon,FALSE,3.3
D0054-0002,Dr. Merline Gregoletti,Hattiesburg,Mississippi,39404,+1 601 990 8259,2.8,7,medical,Obstetrician,TRUE,1.1
D63941-390,Dr. Mommy Sellack,Boca Raton,Florida,33499,+1 561 664 4465,1.5,2,medical,Nurse,TRUE,2.2
D0187-5164,Dr. Annamaria Beefon,Huntington Beach,California,92648,+1 714 177 9282,4.9,18,medical,Midwifery,FALSE,3.5
D59779-818,Dr. Elisha Derrington,New York City,New York,10004,+1 917 498 0604,2.5,11,medical,Occupational,TRUE,3.4
D65342-1000,Dr. Dora Drabble,Migrate,Kentucky,41905,+1 502 432 9927,3.4,29,medical,Pulmonary,TRUE,3.6
D0126-0271,Dr. Carline Leetham,Schenectady,New York,12305,+1 518 955 0886,2.8,11,medical,Allergist,TRUE,3.2
D52686-324,Dr. Rosabel Bartaloni,Vero Beach,Florida,32964,+1 772 255 9369,1.6,13,medical,Immunologist,TRUE,1.6
D21695-424,Dr. Derk Evert,Davenport,Iowa,52809,+1 563 851 9225,1.9,17,medical,Dermatologist,TRUE,3.3
D54838-559,Dr. Hyman Craddock,Duluth,Minnesota,55805,+1 218 997 8869,3.5,29,medical,Gastroenterologist,TRUE,2.2
D10565-013,Dr. Bryon Elleyne,Bridgeport,Connecticut,6606,+1 203 355 3860,3.1,38,medical,Neurosurgeon,TRUE,2.2
D43538-176,Dr. Bethena Simao,Bradenton,Florida,34210,+1 941 613 4429,3,33,medical,Occupational,TRUE,1.7
D49371-028,Dr. Ardys Westcarr,Fort Wayne,Indiana,46852,+1 260 482 0192,1.5,9,medical,Maxillofacial,TRUE,2.9
D55714-4460,Dr. Currie Hadigate,Marietta,Georgia,30066,+1 770 567 9603,4,7,medical,Pathologist,FALSE,2.3
D41250-453,Dr. Constancy Lunk,Crawfordsville,Indiana,47937,+1 765 115 3047,3.8,22,medical,Medicine,TRUE,1.9
D51079-584,Dr. Adolpho Izac,New York City,New York,10292,+1 212 930 1702,3.6,29,medical,Urologist,FALSE,1.4
D48951-7043,Dr. Marianne Kurtis,Sioux Falls,South Dakota,57105,+1 605 927 7733,5,45,medical,Allergist,FALSE,1.3
D24385-599,Dr. Hynda Cocklie,Lexington,Kentucky,40546,+1 859 773 8975,5,37,medical,Cardiologist,TRUE,2.7
D64942-1132,Dr. Rosina Poole,Mesquite,Texas,75185,+1 972 337 7249,5,9,medical,Dermatologist,TRUE,2.3
